Date,Session_Primary_Channel_Group,Sessions,Impressions,Clicks,CTR(%),Conversion_Rate(%),Attributed_Sales,Marketing_Spend,ROAS
2023-03-25,Paid Search (Google Ads),86,1634,20,1.22,4.81,98.5,814.88,0.12
2023-03-25,Social (FB/IG),64,1216,26,2.14,2.6,23.23,442.5,0.05
2023-03-25,Referral,42,84,7,8.33,2.18,0.0,0.0,0.0
2023-03-26,Lazada Ads,82,1558,23,1.48,4.29,90.95,203.46,0.45
2023-03-27,Social (FB/IG),158,2844,62,2.18,3.37,208.49,449.42,0.46
2023-03-27,Social (FB/IG),112,1568,24,1.53,4.55,135.95,587.23,0.23
2023-03-28,Lazada Ads,125,1500,26,1.73,1.85,96.82,594.86,0.16
2023-03-28,Paid Search (Google Ads),109,1199,29,2.42,3.18,93.57,269.09,0.35
2023-03-29,Shopee Ads,185,3330,33,0.99,1.02,33.89,206.82,0.16
2023-03-29,Organic Search,108,324,11,3.4,4.2,126.98,0.0,0.0
2023-03-29,Referral,27,81,4,4.94,1.57,0.0,0.0,0.0
2023-03-29,Lazada Ads,69,966,14,1.45,2.02,33.07,248.53,0.13
2023-03-30,Shopee Ads,106,1908,14,0.73,4.7,186.53,793.09,0.24
2023-03-30,Paid Search (Google Ads),99,1584,34,2.15,2.43,43.05,669.35,0.06
2023-03-31,Referral,46,184,6,3.26,1.21,0.0,0.0,0.0
2023-03-31,Shopee Ads,72,720,19,2.64,3.78,62.52,139.44,0.45
2023-03-31,Organic Search,91,273,11,4.03,1.76,44.92,0.0,0.0
2023-04-01,Shopee Ads,94,1316,7,0.53,1.74,26.74,234.28,0.11
2023-04-01,Paid Search (Google Ads),84,1428,18,1.26,1.11,0.0,923.12,0.0
2023-04-01,Referral,59,177,7,3.95,4.08,95.42,0.0,0.0
2023-04-01,Direct,81,324,10,3.09,2.79,84.22,0.0,0.0
2023-04-01,Direct,99,198,25,12.63,3.92,95.8,0.0,0.0
2023-04-02,Lazada Ads,81,1134,30,2.65,2.31,46.72,642.27,0.07
2023-04-05,Social (FB/IG),161,2576,63,2.45,4.71,292.09,224.97,1.3
2023-04-05,Organic Search,100,300,22,7.33,3.33,80.9,0.0,0.0
2023-04-05,Lazada Ads,60,960,25,2.6,3.87,75.69,451.73,0.17
2023-04-06,Organic Search,106,424,21,4.95,2.6,86.89,0.0,0.0
2023-04-06,Email,17,34,2,5.88,2.71,0.0,174.68,0.0
2023-04-06,Shopee Ads,111,1110,25,2.25,1.5,20.58,612.17,0.03
2023-04-06,Social (FB/IG),128,1792,18,1.0,4.06,165.24,235.21,0.7
2023-04-06,Lazada Ads,176,2640,27,1.02,4.57,230.76,656.15,0.35
2023-04-07,Organic Search,73,146,13,8.9,3.32,73.1,0.0,0.0
2023-04-08,Social (FB/IG),159,2385,50,2.1,4.75,296.28,270.32,1.1
2023-04-08,Social (FB/IG),82,1558,10,0.64,2.31,29.11,570.27,0.05
2023-04-09,Lazada Ads,162,1620,24,1.48,1.26,84.26,484.51,0.17
2023-04-09,Lazada Ads,94,1786,22,1.23,4.11,124.69,118.52,1.05
2023-04-09,Referral,48,144,12,8.33,3.32,34.39,0.0,0.0
2023-04-09,Email,16,48,2,4.17,2.05,0.0,358.39,0.0
2023-04-10,Email,30,90,3,3.33,3.35,42.53,634.8,0.07
2023-04-10,Lazada Ads,91,1274,24,1.88,3.76,112.56,898.68,0.13
2023-04-10,Paid Search (Google Ads),40,720,3,0.42,4.15,41.08,326.8,0.13
2023-04-11,Paid Search (Google Ads),97,1358,15,1.1,2.64,55.22,328.23,0.17
2023-04-11,Paid Search (Google Ads),54,702,13,1.85,4.47,96.56,614.69,0.16
2023-04-12,Direct,60,240,11,4.58,4.11,64.32,0.0,0.0
2023-04-13,Social (FB/IG),108,1512,14,0.93,1.44,38.15,743.68,0.05
2023-04-13,Referral,25,75,6,8.0,4.91,28.15,0.0,0.0
2023-04-14,Referral,28,84,6,7.14,3.94,23.14,0.0,0.0
2023-04-14,Organic Search,126,252,15,5.95,2.62,112.91,0.0,0.0
2023-04-14,Organic Search,106,212,11,5.19,2.79,84.86,0.0,0.0
2023-04-14,Shopee Ads,193,2316,11,0.47,4.31,307.47,510.21,0.6
2023-04-15,Organic Search,140,420,17,4.05,4.53,170.37,0.0,0.0
2023-04-15,Lazada Ads,153,2295,46,2.0,2.64,122.25,738.44,0.17
2023-04-16,Shopee Ads,83,913,13,1.42,4.82,172.59,811.64,0.21
2023-04-16,Direct,34,136,4,2.94,2.44,0.0,0.0,0.0
2023-04-17,Lazada Ads,162,2592,37,1.43,2.01,147.31,932.17,0.16
2023-04-17,Email,16,48,4,8.33,4.92,0.0,195.5,0.0
2023-04-17,Organic Search,124,372,27,7.26,2.28,60.74,0.0,0.0
2023-04-18,Referral,53,212,11,5.19,1.51,0.0,0.0,0.0
2023-04-18,Paid Search (Google Ads),98,1274,17,1.33,1.63,35.57,164.01,0.22
2023-04-19,Paid Search (Google Ads),41,779,13,1.67,3.99,21.4,459.4,0.05
2023-04-20,Paid Search (Google Ads),79,1106,14,1.27,4.81,147.19,391.75,0.38
2023-04-20,Organic Search,132,528,33,6.25,2.29,83.85,0.0,0.0
2023-04-21,Social (FB/IG),165,3135,79,2.52,3.64,134.26,667.03,0.2
2023-04-21,Social (FB/IG),170,2380,64,2.69,3.94,224.73,913.55,0.25
2023-04-22,Referral,54,108,7,6.48,3.78,86.58,0.0,0.0
2023-04-22,Direct,94,188,27,14.36,1.61,37.97,0.0,0.0
2023-04-22,Lazada Ads,98,1078,25,2.32,4.19,186.83,436.15,0.43
2023-04-23,Referral,42,126,5,3.97,3.26,34.64,0.0,0.0
2023-04-23,Organic Search,140,420,28,6.67,3.4,96.06,0.0,0.0
2023-04-23,Organic Search,118,472,27,5.72,2.77,71.1,0.0,0.0
2023-04-23,Lazada Ads,114,1710,18,1.05,4.95,164.32,935.79,0.18
2023-04-24,Shopee Ads,78,1326,18,1.36,3.25,63.63,290.17,0.22
2023-04-25,Paid Search (Google Ads),47,893,9,1.01,3.99,23.07,812.63,0.03
2023-04-25,Direct,99,297,22,7.41,4.89,86.7,0.0,0.0
2023-04-25,Direct,72,144,17,11.81,2.8,68.8,0.0,0.0
2023-04-26,Lazada Ads,82,1148,6,0.52,1.75,27.72,179.6,0.15
2023-04-26,Paid Search (Google Ads),111,1110,25,2.25,2.42,65.7,958.3,0.07
2023-04-26,Email,10,40,1,2.5,4.18,0.0,930.99,0.0
2023-04-26,Shopee Ads,180,3060,49,1.6,2.85,171.14,308.92,0.55
2023-04-26,Shopee Ads,198,2970,24,0.81,2.44,104.75,407.1,0.26
2023-04-27,Lazada Ads,98,1666,25,1.5,2.34,83.6,745.78,0.11
2023-04-27,Shopee Ads,167,1670,20,1.2,2.88,164.49,611.21,0.27
2023-04-28,Organic Search,131,393,20,5.09,3.4,192.19,0.0,0.0
2023-04-28,Direct,35,70,4,5.71,1.66,0.0,0.0,0.0
2023-04-28,Organic Search,91,273,21,7.69,2.73,45.71,0.0,0.0
2023-04-29,Referral,53,106,9,8.49,3.77,36.5,0.0,0.0
2023-04-29,Shopee Ads,187,2057,39,1.9,4.47,221.05,144.19,1.53
2023-04-29,Email,25,100,3,3.0,3.36,0.0,436.66,0.0
2023-05-02,Lazada Ads,126,2142,35,1.63,3.21,198.91,583.75,0.34
2023-05-02,Organic Search,139,417,36,8.63,3.44,173.71,0.0,0.0
2023-05-02,Direct,58,174,17,9.77,4.73,41.27,0.0,0.0
2023-05-03,Referral,20,80,4,5.0,4.8,0.0,0.0,0.0
2023-05-03,Organic Search,105,420,23,5.48,4.57,186.93,0.0,0.0
2023-05-04,Shopee Ads,178,2136,16,0.75,2.94,103.2,487.26,0.21
2023-05-04,Shopee Ads,146,2774,75,2.7,4.27,192.15,144.8,1.33
2023-05-04,Email,37,111,6,5.41,4.76,34.67,209.12,0.17
2023-05-04,Direct,90,360,9,2.5,1.83,26.18,0.0,0.0
2023-05-05,Shopee Ads,81,972,8,0.82,4.89,86.49,619.03,0.14
2023-05-05,Lazada Ads,136,2584,21,0.81,4.91,297.64,491.94,0.61
2023-05-06,Social (FB/IG),146,2482,58,2.34,2.54,140.99,454.23,0.31
2023-05-06,Organic Search,97,291,12,4.12,2.12,55.51,0.0,0.0
2023-05-06,Email,25,100,3,3.0,4.79,27.23,670.63,0.04
2023-05-07,Organic Search,67,268,18,6.72,1.37,0.0,0.0,0.0
2023-05-07,Organic Search,141,564,17,3.01,1.4,35.21,0.0,0.0
2023-05-07,Shopee Ads,150,2550,43,1.69,2.58,145.54,701.63,0.21
2023-05-08,Lazada Ads,161,2254,18,0.8,3.25,127.74,390.61,0.33
2023-05-09,Social (FB/IG),104,1456,41,2.82,2.21,65.94,766.25,0.09
2023-05-10,Direct,79,237,9,3.8,2.14,31.04,0.0,0.0
2023-05-10,Lazada Ads,164,1968,25,1.27,3.79,174.55,944.3,0.18
2023-05-10,Paid Search (Google Ads),108,1512,37,2.45,4.68,152.66,803.99,0.19
2023-05-11,Direct,65,130,15,11.54,2.38,21.26,0.0,0.0
2023-05-11,Paid Search (Google Ads),104,1872,11,0.59,4.46,186.23,696.25,0.27
2023-05-12,Paid Search (Google Ads),83,1494,29,1.94,3.67,67.1,783.01,0.09
2023-05-12,Direct,43,172,12,6.98,3.92,33.29,0.0,0.0
2023-05-12,Referral,47,141,11,7.8,2.82,21.28,0.0,0.0
2023-05-12,Social (FB/IG),160,2880,83,2.88,3.52,192.26,335.82,0.57
2023-05-12,Social (FB/IG),74,888,17,1.91,2.67,47.63,575.09,0.08
2023-05-13,Paid Search (Google Ads),68,1292,29,2.24,1.18,0.0,959.77,0.0
2023-05-13,Paid Search (Google Ads),72,1080,6,0.56,3.65,59.71,399.82,0.15
2023-05-14,Email,30,120,5,4.17,2.06,0.0,883.94,0.0
2023-05-14,Paid Search (Google Ads),88,1056,20,1.89,3.14,50.72,196.15,0.26
2023-05-14,Referral,56,112,11,9.82,3.96,83.2,0.0,0.0
2023-05-15,Referral,31,93,8,8.6,3.94,29.07,0.0,0.0
2023-05-15,Direct,79,316,12,3.8,2.95,46.74,0.0,0.0
2023-05-16,Paid Search (Google Ads),97,1164,10,0.86,4.55,197.94,304.64,0.65
2023-05-18,Shopee Ads,174,2088,37,1.77,4.76,378.09,763.49,0.5
2023-05-18,Shopee Ads,121,2178,53,2.43,2.13,53.7,847.81,0.06
2023-05-19,Referral,48,192,6,3.12,1.4,0.0,0.0,0.0
2023-05-20,Lazada Ads,161,2415,62,2.57,3.67,227.61,707.15,0.32
2023-05-20,Lazada Ads,70,980,16,1.63,3.75,92.37,780.69,0.12
2023-05-21,Email,10,30,1,3.33,2.74,0.0,152.7,0.0
2023-05-21,Paid Search (Google Ads),55,605,16,2.64,4.85,91.9,363.28,0.25
2023-05-21,Direct,66,198,15,7.58,1.89,34.34,0.0,0.0
2023-05-21,Paid Search (Google Ads),72,1296,27,2.08,1.56,48.24,162.73,0.3
2023-05-21,Social (FB/IG),124,2232,65,2.91,2.52,61.52,952.11,0.06
2023-05-21,Paid Search (Google Ads),49,784,20,2.55,2.52,22.54,132.83,0.17
2023-05-23,Referral,34,102,5,4.9,4.42,29.14,0.0,0.0
2023-05-23,Referral,31,124,3,2.42,1.03,0.0,0.0,0.0
2023-05-25,Paid Search (Google Ads),51,561,16,2.85,1.05,0.0,604.18,0.0
2023-05-26,Paid Search (Google Ads),67,804,13,1.62,3.32,52.71,129.79,0.41
2023-05-26,Paid Search (Google Ads),59,944,18,1.91,1.86,48.73,966.22,0.05
2023-05-27,Email,17,51,4,7.84,4.85,0.0,154.37,0.0
2023-05-27,Referral,37,111,6,5.41,4.67,46.47,0.0,0.0
2023-05-27,Organic Search,101,404,25,6.19,4.72,118.0,0.0,0.0
2023-05-28,Paid Search (Google Ads),103,1854,13,0.7,1.57,37.98,298.23,0.13
2023-05-28,Email,17,34,2,5.88,3.99,0.0,423.82,0.0
2023-05-29,Paid Search (Google Ads),48,720,4,0.56,2.81,24.89,878.05,0.03
2023-05-29,Paid Search (Google Ads),68,680,16,2.35,1.92,42.64,763.38,0.06
2023-05-30,Direct,98,196,20,10.2,2.78,53.73,0.0,0.0
2023-05-30,Direct,72,288,14,4.86,2.26,43.68,0.0,0.0
2023-05-30,Email,38,114,10,8.77,2.44,0.0,335.01,0.0
2023-05-31,Shopee Ads,106,1484,11,0.74,1.99,60.86,608.69,0.1
2023-05-31,Paid Search (Google Ads),106,1908,13,0.68,4.51,90.73,495.28,0.18
2023-05-31,Shopee Ads,175,2100,32,1.52,4.1,187.21,779.63,0.24
2023-06-01,Direct,84,168,16,9.52,1.58,43.36,0.0,0.0
2023-06-01,Organic Search,57,228,9,3.95,1.59,0.0,0.0,0.0
2023-06-01,Referral,43,172,8,4.65,2.46,30.34,0.0,0.0
2023-06-02,Referral,51,204,8,3.92,4.84,69.07,0.0,0.0
2023-06-02,Shopee Ads,163,2445,40,1.64,1.41,63.03,140.13,0.45
2023-06-02,Referral,20,40,4,10.0,1.12,0.0,0.0,0.0
2023-06-02,Social (FB/IG),149,1639,32,1.95,4.32,240.96,951.24,0.25
2023-06-03,Shopee Ads,84,1596,18,1.13,4.97,115.09,894.32,0.13
2023-06-04,Lazada Ads,124,1240,21,1.69,3.77,152.73,946.39,0.16
2023-06-04,Email,34,68,5,7.35,2.82,0.0,235.65,0.0
2023-06-05,Email,11,33,2,6.06,3.01,0.0,337.52,0.0
2023-06-05,Email,14,56,2,3.57,2.55,0.0,262.31,0.0
2023-06-06,Lazada Ads,146,2044,30,1.47,3.85,112.57,377.29,0.3
2023-06-07,Paid Search (Google Ads),88,1408,36,2.56,1.68,31.58,550.88,0.06
2023-06-08,Referral,40,160,11,6.88,3.77,41.83,0.0,0.0
2023-06-09,Paid Search (Google Ads),76,988,20,2.02,1.71,26.04,864.36,0.03
2023-06-09,Social (FB/IG),96,1152,18,1.56,2.85,54.43,785.81,0.07
2023-06-12,Lazada Ads,102,1734,45,2.6,2.81,48.29,441.06,0.11
2023-06-12,Social (FB/IG),82,1066,19,1.78,3.17,91.84,701.29,0.13
2023-06-12,Shopee Ads,100,1300,28,2.15,4.93,181.7,193.37,0.94
2023-06-12,Referral,51,153,11,7.19,4.96,58.79,0.0,0.0
2023-06-13,Email,36,144,9,6.25,1.57,0.0,295.45,0.0
2023-06-13,Referral,21,42,4,9.52,4.19,0.0,0.0,0.0
2023-06-14,Paid Search (Google Ads),61,793,8,1.01,3.92,77.34,595.27,0.13
2023-06-14,Referral,42,126,8,6.35,3.42,38.82,0.0,0.0
2023-06-14,Social (FB/IG),142,1562,42,2.69,4.81,211.2,420.01,0.5
2023-06-15,Direct,63,252,12,4.76,2.8,38.43,0.0,0.0
2023-06-16,Organic Search,98,392,23,5.87,4.83,102.73,0.0,0.0
2023-06-16,Email,28,112,3,2.68,4.6,39.12,106.36,0.37
2023-06-18,Referral,21,42,2,4.76,4.07,0.0,0.0,0.0
2023-06-19,Email,26,78,4,5.13,4.23,39.44,493.67,0.08
2023-06-20,Lazada Ads,99,990,14,1.41,4.58,83.59,326.83,0.26
2023-06-20,Organic Search,85,255,12,4.71,3.25,74.71,0.0,0.0
2023-06-21,Referral,49,196,11,5.61,1.5,0.0,0.0,0.0
2023-06-22,Organic Search,141,282,26,9.22,4.55,278.35,0.0,0.0
2023-06-23,Lazada Ads,160,1760,15,0.85,1.78,50.96,761.79,0.07
2023-06-23,Paid Search (Google Ads),83,1328,20,1.51,4.87,134.56,703.58,0.19
2023-06-24,Organic Search,127,381,37,9.71,1.23,47.36,0.0,0.0
2023-06-24,Shopee Ads,175,2450,28,1.14,3.91,224.54,918.77,0.24
2023-06-25,Referral,39,156,4,2.56,4.26,32.24,0.0,0.0
2023-06-26,Shopee Ads,119,1904,44,2.31,3.34,124.55,161.62,0.77
2023-06-26,Lazada Ads,76,836,7,0.84,2.32,35.58,576.11,0.06
2023-06-27,Lazada Ads,120,1440,10,0.69,2.32,64.33,191.39,0.34
2023-06-27,Referral,35,140,7,5.0,2.16,0.0,0.0,0.0
2023-06-28,Social (FB/IG),142,2556,52,2.03,3.13,174.14,657.5,0.26
2023-06-29,Lazada Ads,157,1570,45,2.87,4.53,263.16,432.26,0.61
2023-06-29,Shopee Ads,137,2192,17,0.78,1.42,36.39,205.38,0.18
2023-06-30,Organic Search,148,444,44,9.91,3.55,140.37,0.0,0.0
2023-06-30,Lazada Ads,159,2385,22,0.92,4.29,218.96,164.73,1.33
2023-06-30,Lazada Ads,80,1440,35,2.43,4.2,108.65,474.18,0.23
2023-06-30,Paid Search (Google Ads),69,1173,27,2.3,2.15,31.14,934.17,0.03
2023-07-01,Shopee Ads,79,1264,30,2.37,1.29,43.41,598.43,0.07
2023-07-02,Organic Search,114,228,28,12.28,2.31,85.35,0.0,0.0
2023-07-02,Referral,41,123,6,4.88,4.58,49.45,0.0,0.0
2023-07-03,Referral,28,84,8,9.52,3.49,0.0,0.0,0.0
2023-07-04,Lazada Ads,75,825,17,2.06,4.06,107.13,589.64,0.18
2023-07-04,Organic Search,55,220,10,4.55,2.59,37.87,0.0,0.0
2023-07-04,Referral,20,60,4,6.67,4.32,0.0,0.0,0.0
2023-07-04,Direct,32,64,3,4.69,3.04,0.0,0.0,0.0
2023-07-04,Referral,22,44,3,6.82,1.25,0.0,0.0,0.0
2023-07-05,Shopee Ads,82,1148,20,1.74,1.21,0.0,945.16,0.0
2023-07-05,Direct,92,368,22,5.98,3.8,89.51,0.0,0.0
2023-07-05,Direct,97,194,18,9.28,3.11,83.97,0.0,0.0
2023-07-06,Lazada Ads,139,1529,34,2.22,3.78,147.47,523.65,0.28
2023-07-07,Shopee Ads,132,1980,44,2.22,3.13,116.74,432.87,0.27
2023-07-08,Email,13,39,2,5.13,1.14,0.0,852.71,0.0
2023-07-09,Paid Search (Google Ads),41,697,18,2.58,1.31,0.0,917.35,0.0
2023-07-10,Direct,43,172,8,4.65,1.25,0.0,0.0,0.0
2023-07-11,Social (FB/IG),103,1957,30,1.53,4.39,84.19,523.18,0.16
2023-07-12,Shopee Ads,85,1360,18,1.32,2.11,24.2,920.4,0.03
2023-07-12,Paid Search (Google Ads),65,1170,12,1.03,4.41,87.13,858.25,0.1
2023-07-14,Social (FB/IG),172,2236,36,1.61,2.83,134.41,541.06,0.25
2023-07-14,Social (FB/IG),158,2686,56,2.08,4.04,145.69,437.76,0.33
2023-07-15,Paid Search (Google Ads),89,979,18,1.84,4.49,103.88,240.64,0.43
2023-07-17,Direct,54,162,15,9.26,1.3,0.0,0.0,0.0
2023-07-18,Direct,66,264,14,5.3,3.26,56.93,0.0,0.0
2023-07-19,Referral,53,106,7,6.6,2.04,41.84,0.0,0.0
2023-07-20,Social (FB/IG),162,2106,63,2.99,1.8,82.91,385.65,0.21
2023-07-20,Social (FB/IG),66,858,19,2.21,3.72,71.76,460.83,0.16
2023-07-20,Organic Search,96,288,27,9.38,1.9,23.28,0.0,0.0
2023-07-21,Email,35,70,6,8.57,2.25,0.0,371.09,0.0
2023-07-21,Direct,32,64,9,14.06,1.51,0.0,0.0,0.0
2023-07-23,Lazada Ads,60,660,19,2.88,2.47,29.66,418.76,0.07
2023-07-23,Referral,56,224,7,3.12,1.46,0.0,0.0,0.0
2023-07-24,Lazada Ads,109,1962,55,2.8,1.29,49.74,972.72,0.05
2023-07-25,Paid Search (Google Ads),95,1330,18,1.35,3.14,86.68,992.06,0.09
2023-07-25,Email,29,116,3,2.59,1.15,0.0,489.29,0.0
2023-07-26,Social (FB/IG),107,1391,24,1.73,4.56,145.98,337.41,0.43
2023-07-27,Shopee Ads,151,2416,14,0.58,1.5,66.92,991.72,0.07
2023-07-27,Email,23,92,4,4.35,4.63,34.27,584.65,0.06
2023-07-27,Social (FB/IG),91,1001,17,1.7,2.49,64.89,918.59,0.07
2023-07-29,Email,20,60,5,8.33,4.62,0.0,732.39,0.0
2023-07-30,Email,25,50,4,8.0,3.23,0.0,581.04,0.0
2023-08-01,Social (FB/IG),163,1956,57,2.91,2.83,182.24,731.35,0.25
2023-08-01,Shopee Ads,137,1370,12,0.88,4.0,162.81,908.69,0.18
2023-08-01,Referral,54,108,11,10.19,4.94,84.78,0.0,0.0
2023-08-02,Organic Search,119,238,14,5.88,1.48,33.8,0.0,0.0
2023-08-02,Lazada Ads,157,2198,39,1.77,2.97,110.01,538.22,0.2
2023-08-03,Referral,48,192,7,3.65,4.36,56.28,0.0,0.0
2023-08-03,Shopee Ads,103,1030,24,2.33,4.87,186.99,430.38,0.43
2023-08-03,Lazada Ads,140,2100,62,2.95,3.25,113.28,869.44,0.13
2023-08-04,Direct,98,294,14,4.76,1.09,29.33,0.0,0.0
2023-08-04,Referral,24,48,7,14.58,4.99,36.09,0.0,0.0
2023-08-05,Direct,60,120,17,14.17,4.17,93.02,0.0,0.0
2023-08-05,Referral,57,171,15,8.77,2.46,27.7,0.0,0.0
2023-08-05,Shopee Ads,78,1482,27,1.82,2.92,42.97,156.71,0.27
2023-08-05,Shopee Ads,181,3077,55,1.79,3.35,206.98,894.26,0.23
2023-08-05,Lazada Ads,116,1624,36,2.22,3.82,191.01,703.11,0.27
2023-08-06,Direct,70,210,11,5.24,2.45,38.55,0.0,0.0
2023-08-07,Paid Search (Google Ads),46,874,13,1.49,1.53,0.0,371.94,0.0
2023-08-07,Email,26,78,6,7.69,2.82,0.0,270.82,0.0
2023-08-08,Paid Search (Google Ads),77,1463,24,1.64,4.64,130.15,834.64,0.16
2023-08-09,Referral,20,60,2,3.33,1.27,0.0,0.0,0.0
2023-08-09,Direct,81,243,11,4.53,1.98,28.21,0.0,0.0
2023-08-09,Lazada Ads,110,1870,32,1.71,1.99,44.59,780.98,0.06
2023-08-10,Organic Search,141,423,29,6.86,1.17,34.29,0.0,0.0
2023-08-11,Organic Search,147,441,27,6.12,3.22,178.27,0.0,0.0
2023-08-11,Direct,84,336,16,4.76,2.41,71.25,0.0,0.0
2023-08-11,Shopee Ads,153,2907,72,2.48,2.61,80.36,304.55,0.26
2023-08-11,Direct,59,177,13,7.34,1.25,0.0,0.0,0.0
2023-08-12,Organic Search,90,180,12,6.67,2.19,37.74,0.0,0.0
2023-08-13,Email,35,140,8,5.71,2.36,0.0,400.55,0.0
2023-08-13,Lazada Ads,173,2595,41,1.58,2.19,88.1,280.22,0.31
2023-08-13,Email,16,48,4,8.33,1.61,0.0,520.24,0.0
2023-08-13,Shopee Ads,90,1710,44,2.57,2.68,77.61,762.01,0.1
2023-08-14,Lazada Ads,179,2864,61,2.13,4.75,320.07,134.85,2.37
2023-08-14,Referral,56,112,6,5.36,2.76,20.12,0.0,0.0
2023-08-14,Organic Search,70,280,14,5.0,1.83,49.58,0.0,0.0
2023-08-14,Social (FB/IG),128,1792,44,2.46,3.7,111.57,237.22,0.47
2023-08-15,Lazada Ads,140,1820,28,1.54,4.17,168.77,574.79,0.29
2023-08-15,Email,28,84,8,9.52,4.76,28.16,248.63,0.11
2023-08-15,Shopee Ads,113,1356,34,2.51,3.53,130.54,315.23,0.41
2023-08-15,Shopee Ads,151,2265,56,2.47,3.95,155.38,495.25,0.31
2023-08-15,Lazada Ads,129,1677,34,2.03,2.01,46.38,673.47,0.07
2023-08-15,Organic Search,88,176,24,13.64,4.88,113.46,0.0,0.0
2023-08-15,Email,28,56,4,7.14,2.76,0.0,858.55,0.0
2023-08-16,Email,35,105,9,8.57,3.69,49.29,362.67,0.14
2023-08-16,Direct,73,292,12,4.11,1.8,36.07,0.0,0.0
2023-08-17,Direct,74,296,19,6.42,2.74,86.06,0.0,0.0
2023-08-18,Social (FB/IG),129,1290,16,1.24,4.7,217.42,853.32,0.25
2023-08-18,Referral,22,88,4,4.55,1.95,0.0,0.0,0.0
2023-08-18,Organic Search,61,122,16,13.11,1.57,0.0,0.0,0.0
2023-08-20,Organic Search,92,368,27,7.34,3.79,61.02,0.0,0.0
2023-08-21,Organic Search,118,472,33,6.99,1.32,43.42,0.0,0.0
2023-08-21,Lazada Ads,163,2119,48,2.27,1.16,23.77,616.54,0.04
2023-08-22,Social (FB/IG),172,2408,30,1.25,3.59,201.32,671.4,0.3
2023-08-22,Direct,81,162,12,7.41,1.88,21.2,0.0,0.0
2023-08-22,Lazada Ads,97,1746,36,2.06,2.53,66.66,520.94,0.13
2023-08-22,Email,35,140,8,5.71,3.87,22.33,802.02,0.03
2023-08-24,Organic Search,85,340,11,3.24,2.23,42.16,0.0,0.0
2023-08-25,Email,34,68,6,8.82,4.6,37.88,419.47,0.09
2023-08-25,Organic Search,60,180,12,6.67,4.3,73.71,0.0,0.0
2023-08-27,Organic Search,59,118,8,6.78,4.69,92.11,0.0,0.0
2023-08-27,Email,39,156,5,3.21,4.19,39.25,464.6,0.08
2023-08-27,Shopee Ads,105,1575,27,1.71,4.27,81.64,286.63,0.28
2023-08-27,Referral,39,78,4,5.13,1.58,0.0,0.0,0.0
2023-08-28,Lazada Ads,66,1122,7,0.62,3.72,52.44,313.1,0.17
2023-08-28,Referral,39,156,6,3.85,4.25,48.14,0.0,0.0
2023-08-28,Shopee Ads,92,1472,39,2.65,1.93,43.12,905.64,0.05
2023-08-30,Paid Search (Google Ads),44,748,12,1.6,3.69,35.46,192.71,0.18
2023-08-31,Lazada Ads,149,1639,18,1.1,1.91,93.73,109.78,0.85
2023-08-31,Email,38,114,3,2.63,2.86,41.81,153.95,0.27
2023-09-01,Shopee Ads,166,1992,25,1.26,2.81,87.2,562.72,0.15
2023-09-01,Shopee Ads,171,2736,18,0.66,4.48,335.28,526.64,0.64
2023-09-01,Email,31,93,6,6.45,2.21,0.0,431.92,0.0
2023-09-02,Email,36,72,4,5.56,2.53,0.0,454.98,0.0
2023-09-02,Social (FB/IG),125,2125,20,0.94,4.29,194.37,723.83,0.27
2023-09-02,Lazada Ads,131,1441,8,0.56,1.11,28.63,122.7,0.23
2023-09-03,Email,25,50,5,10.0,2.93,0.0,868.12,0.0
2023-09-03,Email,17,34,3,8.82,3.68,0.0,349.74,0.0
2023-09-03,Lazada Ads,177,2124,17,0.8,1.99,81.38,699.04,0.12
2023-09-03,Lazada Ads,159,2067,34,1.64,2.45,143.87,693.77,0.21
2023-09-03,Referral,50,200,8,4.0,3.12,36.05,0.0,0.0
2023-09-04,Organic Search,90,360,15,4.17,4.73,132.41,0.0,0.0
2023-09-04,Social (FB/IG),79,1264,12,0.95,3.42,96.44,136.67,0.71
2023-09-06,Email,13,52,1,1.92,4.05,0.0,396.16,0.0
2023-09-06,Lazada Ads,105,1155,18,1.56,3.92,164.91,619.28,0.27
2023-09-06,Paid Search (Google Ads),111,1554,41,2.64,4.61,187.33,964.5,0.19
2023-09-07,Paid Search (Google Ads),44,748,7,0.94,2.59,46.42,278.8,0.17
2023-09-07,Lazada Ads,84,1428,16,1.12,3.36,87.25,943.69,0.09
2023-09-07,Email,30,60,5,8.33,2.45,0.0,667.74,0.0
2023-09-08,Shopee Ads,119,1190,16,1.34,1.77,82.83,163.73,0.51
2023-09-08,Paid Search (Google Ads),44,616,3,0.49,1.94,0.0,847.46,0.0
2023-09-08,Organic Search,138,276,28,10.14,1.9,77.26,0.0,0.0
2023-09-09,Referral,40,80,7,8.75,1.13,0.0,0.0,0.0
2023-09-09,Shopee Ads,193,3474,25,0.72,2.09,95.65,974.65,0.1
2023-09-10,Direct,66,132,16,12.12,2.79,36.15,0.0,0.0
2023-09-10,Email,32,96,3,3.12,2.59,0.0,952.67,0.0
2023-09-11,Email,10,20,1,5.0,4.06,0.0,272.14,0.0
2023-09-12,Paid Search (Google Ads),82,1066,11,1.03,2.6,84.41,497.1,0.17
2023-09-12,Organic Search,107,428,25,5.84,1.23,22.02,0.0,0.0
2023-09-12,Referral,47,141,11,7.8,2.71,24.47,0.0,0.0
