Order_No,Item Name,Quantity,Unit_Price,Platform,Customer_ID,Payment_Type,Order_Date
ORD000327,Product SKU0062,6,8.82,Lazada,CUST0062,Credit Card,2023-01-25
ORD000328,Product SKU0123,7,6.61,Shopee,CUST0160,COD,2023-11-15
ORD000329,Product SKU0052,2,27.2,Lazada,CUST0005,Wallet,2024-08-26
ORD000330,Product SKU0105,8,2.69,Shopee,CUST0129,COD,2023-08-24
ORD000331,Product SKU0107,5,19.66,Lazada,CUST0015,COD,2024-11-07
ORD000332,Product SKU0116,6,7.14,Shopee,CUST0108,Wallet,2023-04-07
ORD000333,Product SKU0009,8,24.95,Lazada,CUST0134,Credit Card,2023-07-03
ORD000334,Product SKU0029,3,5.14,Shopee,CUST0137,COD,2023-03-22
ORD000335,Product SKU0128,5,24.15,Shopify,CUST0054,Credit Card,2023-05-01
ORD000336,Product SKU0001,7,20.86,Shopee,CUST0036,Credit Card,2023-12-07
ORD000337,Product SKU0106,1,10.05,Shopee,CUST0174,COD,2023-02-21
ORD000338,Product SKU0106,5,27.29,Shopee,CUST0173,COD,2023-02-23
ORD000339,Product SKU0045,8,22.88,Shopify,CUST0079,Wallet,2024-02-14
ORD000340,Product SKU0053,8,8.32,Shopify,CUST0179,COD,2024-02-21
ORD000341,Product SKU0090,3,18.15,Shopee,CUST0131,COD,2023-04-18
ORD000342,Product SKU0077,8,16.93,Shopee,CUST0193,Credit Card,2024-07-02
ORD000343,Product SKU0071,2,22.66,Shopify,CUST0009,Credit Card,2023-11-09
ORD000344,Product SKU0089,5,27.97,Shopee,CUST0100,Credit Card,2023-03-18
ORD000345,Product SKU0042,8,26.71,Shopify,CUST0081,Wallet,2024-02-18
ORD000346,Product SKU0052,7,28.5,Shopify,CUST0174,Credit Card,2024-10-13
ORD000347,Product SKU0042,7,2.88,Lazada,CUST0023,Wallet,2024-05-22
ORD000348,Product SKU0075,2,29.3,Lazada,CUST0070,Wallet,2023-08-23
ORD000349,Product SKU0049,3,26.56,Shopee,CUST0100,COD,2024-01-27
ORD000350,Product SKU0092,7,15.45,Shopee,CUST0003,COD,2024-04-13
ORD000351,Product SKU0068,7,29.74,Shopee,CUST0040,COD,2023-11-11
ORD000352,Product SKU0038,6,13.28,Shopee,CUST0081,Wallet,2023-10-11
ORD000353,Product SKU0127,7,10.01,Shopify,CUST0180,Wallet,2024-09-25
ORD000354,Product SKU0024,2,8.19,Shopify,CUST0194,Credit Card,2023-06-25
ORD000355,Product SKU0112,4,25.48,Lazada,CUST0198,Credit Card,2024-11-17
ORD000356,Product SKU0080,7,7.99,Shopee,CUST0172,Credit Card,2023-12-14
ORD000357,Product SKU0127,4,7.66,Shopify,CUST0114,Wallet,2023-10-08
ORD000358,Product SKU0051,8,27.8,Shopify,CUST0083,Wallet,2023-07-04
ORD000359,Product SKU0114,7,8.31,Shopee,CUST0057,Credit Card,2023-02-15
ORD000360,Product SKU0070,5,12.59,Lazada,CUST0070,Wallet,2024-10-07
ORD000361,Product SKU0029,6,4.34,Shopify,CUST0185,COD,2023-01-08
ORD000362,Product SKU0115,3,16.43,Shopify,CUST0084,Wallet,2023-05-08
ORD000363,Product SKU0098,2,6.43,Shopify,CUST0185,Wallet,2024-04-13
ORD000364,Product SKU0024,8,13.12,Shopify,CUST0122,Wallet,2024-09-24
ORD000365,Product SKU0095,4,27.36,Shopee,CUST0159,Credit Card,2023-11-15
ORD000366,Product SKU0021,3,3.54,Shopee,CUST0116,COD,2023-12-14
ORD000367,Product SKU0112,7,26.72,Shopify,CUST0020,Wallet,2023-07-01
ORD000368,Product SKU0055,5,23.98,Shopee,CUST0076,COD,2024-08-11
ORD000369,Product SKU0113,3,18.06,Shopee,CUST0151,Credit Card,2024-04-29
ORD000370,Product SKU0049,7,5.27,Shopify,CUST0179,COD,2024-11-20
ORD000371,Product SKU0008,1,12.06,Lazada,CUST0159,COD,2023-06-27
ORD000372,Product SKU0068,2,20.63,Lazada,CUST0043,COD,2024-09-07
ORD000373,Product SKU0032,2,3.5,Lazada,CUST0107,Credit Card,2024-04-23
ORD000374,Product SKU0093,3,25.41,Shopee,CUST0199,COD,2024-06-20
ORD000375,Product SKU0112,8,19.18,Lazada,CUST0180,Credit Card,2024-02-20
ORD000376,Product SKU0096,6,17.44,Shopee,CUST0023,Wallet,2023-10-30
ORD000377,Product SKU0128,4,4.59,Shopee,CUST0166,COD,2024-01-07
ORD000378,Product SKU0093,3,13.37,Shopee,CUST0167,Wallet,2023-06-22
ORD000379,Product SKU0048,6,4.2,Shopify,CUST0143,Credit Card,2023-02-09
ORD000380,Product SKU0002,7,24.14,Lazada,CUST0098,COD,2023-07-21
ORD000381,Product SKU0061,3,9.33,Shopee,CUST0144,Wallet,2023-07-12
ORD000382,Product SKU0105,4,15.02,Shopee,CUST0104,Credit Card,2023-01-31
ORD000383,Product SKU0081,6,6.94,Lazada,CUST0119,Credit Card,2024-02-26
ORD000384,Product SKU0025,2,27.27,Lazada,CUST0095,Wallet,2024-10-06
ORD000385,Product SKU0015,8,12.58,Lazada,CUST0157,Credit Card,2024-05-18
ORD000386,Product SKU0125,5,15.54,Lazada,CUST0092,COD,2023-11-24
ORD000387,Product SKU0081,3,15.45,Shopify,CUST0005,Wallet,2024-03-17
ORD000388,Product SKU0100,5,8.67,Shopee,CUST0171,Credit Card,2023-02-19
ORD000389,Product SKU0107,8,21.02,Lazada,CUST0067,Credit Card,2023-10-02
ORD000390,Product SKU0107,4,24.46,Shopee,CUST0046,Wallet,2024-02-14
ORD000391,Product SKU0087,5,18.87,Shopee,CUST0011,Wallet,2024-05-30
ORD000392,Product SKU0130,8,9.99,Shopify,CUST0068,Credit Card,2024-11-15
ORD000393,Product SKU0127,1,21.37,Shopee,CUST0082,Wallet,2024-04-18
ORD000394,Product SKU0022,4,7.73,Shopee,CUST0182,Credit Card,2024-01-25
ORD000395,Product SKU0086,7,26.21,Shopee,CUST0174,COD,2024-02-14
ORD000396,Product SKU0026,7,25.71,Shopify,CUST0012,Wallet,2024-10-27
ORD000397,Product SKU0022,5,27.86,Lazada,CUST0029,Credit Card,2024-01-16
ORD000398,Product SKU0064,5,7.7,Shopee,CUST0164,COD,2023-05-06
ORD000399,Product SKU0093,7,10.81,Shopee,CUST0181,COD,2023-05-29
ORD000400,Product SKU0020,1,18.39,Shopee,CUST0066,Credit Card,2023-03-03
ORD000401,Product SKU0059,3,13.56,Lazada,CUST0180,Wallet,2023-10-25
ORD000402,Product SKU0071,1,4.66,Lazada,CUST0061,COD,2023-06-25
ORD000403,Product SKU0124,2,15.05,Lazada,CUST0067,COD,2024-01-12
ORD000404,Product SKU0051,2,10.64,Shopee,CUST0106,Credit Card,2024-02-10
ORD000405,Product SKU0078,1,23.36,Shopify,CUST0054,Wallet,2024-03-31
ORD000406,Product SKU0088,3,11.73,Shopee,CUST0139,COD,2024-08-22
ORD000407,Product SKU0123,1,24.07,Shopify,CUST0169,Wallet,2023-03-29
ORD000408,Product SKU0059,4,18.26,Lazada,CUST0012,COD,2024-01-10
ORD000409,Product SKU0126,4,12.59,Shopee,CUST0053,COD,2024-11-20
ORD000410,Product SKU0103,8,24.42,Shopee,CUST0067,COD,2024-02-28
ORD000411,Product SKU0021,4,2.27,Shopify,CUST0172,Wallet,2024-10-23
ORD000412,Product SKU0078,6,3.13,Lazada,CUST0005,Credit Card,2023-05-31
ORD000413,Product SKU0080,2,14.18,Lazada,CUST0120,Wallet,2024-05-04
ORD000414,Product SKU0014,3,3.27,Shopee,CUST0114,Credit Card,2023-07-28
ORD000415,Product SKU0116,1,12.06,Lazada,CUST0160,Wallet,2023-06-07
ORD000416,Product SKU0110,7,12.12,Shopify,CUST0189,COD,2023-01-15
ORD000417,Product SKU0073,8,7.63,Lazada,CUST0135,COD,2023-06-08
ORD000418,Product SKU0017,8,11.02,Shopify,CUST0105,Wallet,2023-07-11
ORD000419,Product SKU0046,4,5.43,Shopee,CUST0157,Credit Card,2023-04-14
ORD000420,Product SKU0113,7,19.64,Shopee,CUST0107,Wallet,2023-08-19
ORD000421,Product SKU0032,7,11.24,Shopify,CUST0078,Wallet,2023-07-13
ORD000422,Product SKU0120,1,15.96,Shopify,CUST0142,Credit Card,2023-03-01
ORD000423,Product SKU0010,4,25.0,Shopify,CUST0106,Credit Card,2024-08-15
ORD000424,Product SKU0070,7,18.5,Shopee,CUST0050,Credit Card,2024-11-23
ORD000425,Product SKU0018,5,15.82,Shopee,CUST0185,COD,2023-11-28
ORD000426,Product SKU0016,2,4.56,Shopee,CUST0088,COD,2023-10-26
ORD000427,Product SKU0004,1,21.06,Lazada,CUST0115,COD,2024-01-29
ORD000428,Product SKU0046,4,26.69,Lazada,CUST0126,COD,2023-06-27
ORD000429,Product SKU0039,4,24.77,Shopee,CUST0007,COD,2023-11-24
ORD000430,Product SKU0101,3,28.04,Lazada,CUST0186,Wallet,2024-02-26
ORD000431,Product SKU0043,1,7.52,Shopee,CUST0038,Wallet,2024-03-24
ORD000432,Product SKU0003,8,11.54,Lazada,CUST0114,COD,2024-04-13
ORD000433,Product SKU0021,1,4.31,Shopee,CUST0194,Wallet,2024-05-03
ORD000434,Product SKU0009,8,2.88,Lazada,CUST0075,Credit Card,2024-07-27
ORD000435,Product SKU0027,3,13.84,Shopee,CUST0051,COD,2023-08-19
ORD000436,Product SKU0089,4,4.02,Shopee,CUST0112,Credit Card,2024-04-12
ORD000437,Product SKU0039,5,14.19,Shopee,CUST0121,Credit Card,2023-09-23
ORD000438,Product SKU0053,8,15.26,Shopify,CUST0189,COD,2023-02-08
ORD000439,Product SKU0045,6,18.25,Shopify,CUST0006,Wallet,2024-03-31
ORD000440,Product SKU0042,1,15.34,Shopee,CUST0177,Credit Card,2023-08-27
ORD000441,Product SKU0042,2,9.81,Shopee,CUST0177,Credit Card,2024-09-30
ORD000442,Product SKU0010,1,7.99,Lazada,CUST0109,Wallet,2024-03-28
ORD000443,Product SKU0035,8,14.93,Shopee,CUST0184,Wallet,2024-10-03
ORD000444,Product SKU0036,2,13.06,Lazada,CUST0087,Wallet,2023-10-03
ORD000445,Product SKU0007,3,6.53,Shopify,CUST0083,COD,2023-01-07
ORD000446,Product SKU0094,2,17.09,Lazada,CUST0016,Wallet,2023-07-18
ORD000447,Product SKU0077,1,21.58,Shopify,CUST0098,COD,2023-01-02
ORD000448,Product SKU0113,4,19.61,Lazada,CUST0095,Credit Card,2024-08-09
ORD000449,Product SKU0055,3,6.76,Shopee,CUST0093,Credit Card,2023-05-27
ORD000450,Product SKU0088,1,13.52,Shopify,CUST0187,COD,2024-05-04
ORD000451,Product SKU0125,3,14.9,Shopee,CUST0009,Credit Card,2024-08-06
ORD000452,Product SKU0091,6,9.18,Lazada,CUST0139,COD,2024-02-07
ORD000453,Product SKU0123,3,18.56,Shopify,CUST0159,COD,2023-12-11
ORD000454,Product SKU0117,2,21.48,Lazada,CUST0170,COD,2024-04-09
ORD000455,Product SKU0037,4,8.25,Shopify,CUST0154,COD,2024-03-05
ORD000456,Product SKU0102,3,9.57,Shopee,CUST0002,COD,2024-12-05
ORD000457,Product SKU0090,7,26.5,Shopee,CUST0001,Credit Card,2023-07-20
ORD000458,Product SKU0065,1,26.48,Shopee,CUST0060,Wallet,2024-02-07
ORD000459,Product SKU0076,1,10.13,Lazada,CUST0188,COD,2024-04-23
ORD000460,Product SKU0041,1,25.24,Shopify,CUST0018,Credit Card,2024-05-22
ORD000461,Product SKU0086,5,15.79,Lazada,CUST0122,COD,2024-10-09
ORD000462,Product SKU0075,2,13.71,Lazada,CUST0145,Wallet,2024-03-06
ORD000463,Product SKU0118,1,19.06,Shopify,CUST0046,Credit Card,2023-06-04
ORD000464,Product SKU0068,1,6.65,Lazada,CUST0090,Wallet,2023-06-18
ORD000465,Product SKU0066,5,4.98,Shopee,CUST0196,Wallet,2023-12-26
ORD000466,Product SKU0108,7,15.92,Lazada,CUST0094,COD,2023-11-11
ORD000467,Product SKU0065,8,8.47,Shopify,CUST0084,Credit Card,2023-05-08
ORD000468,Product SKU0041,1,13.36,Shopify,CUST0077,Wallet,2024-08-20
ORD000469,Product SKU0061,1,2.15,Lazada,CUST0193,Wallet,2023-09-26
ORD000470,Product SKU0050,3,4.1,Shopee,CUST0080,Wallet,2024-01-29
ORD000471,Product SKU0123,5,15.75,Shopify,CUST0074,Credit Card,2024-01-14
ORD000472,Product SKU0062,3,9.32,Shopee,CUST0034,Credit Card,2024-06-07
ORD000473,Product SKU0061,5,18.12,Lazada,CUST0057,COD,2023-04-05
ORD000474,Product SKU0041,1,4.61,Shopify,CUST0134,Wallet,2023-12-18
ORD000475,Product SKU0083,3,19.23,Shopify,CUST0033,COD,2024-01-09
ORD000476,Product SKU0103,7,14.67,Shopee,CUST0032,COD,2023-06-30
ORD000477,Product SKU0063,8,9.68,Shopee,CUST0181,Wallet,2024-03-19
ORD000478,Product SKU0032,4,10.63,Shopee,CUST0155,Credit Card,2024-01-30
ORD000479,Product SKU0050,6,23.65,Shopify,CUST0005,Wallet,2024-07-09
ORD000480,Product SKU0120,3,25.03,Shopify,CUST0162,COD,2023-03-14
ORD000481,Product SKU0083,4,10.76,Shopee,CUST0064,COD,2023-11-27
ORD000482,Product SKU0087,6,27.6,Lazada,CUST0078,Credit Card,2024-10-24
ORD000483,Product SKU0075,3,5.54,Shopee,CUST0003,Credit Card,2024-05-19
ORD000484,Product SKU0080,6,29.37,Shopee,CUST0052,COD,2024-01-19
ORD000485,Product SKU0040,5,19.32,Shopee,CUST0136,COD,2024-01-17
ORD000486,Product SKU0085,7,29.7,Lazada,CUST0153,COD,2024-07-31
ORD000487,Product SKU0112,2,6.92,Shopee,CUST0109,Credit Card,2023-08-09
ORD000488,Product SKU0020,5,2.1,Lazada,CUST0020,Wallet,2024-01-18
ORD000489,Product SKU0033,3,2.72,Shopee,CUST0016,Credit Card,2023-01-15
ORD000490,Product SKU0092,7,12.24,Shopee,CUST0049,Credit Card,2023-11-13
ORD000491,Product SKU0066,4,27.17,Lazada,CUST0005,COD,2024-09-22
ORD000492,Product SKU0054,1,21.01,Lazada,CUST0082,Wallet,2023-12-10
ORD000493,Product SKU0078,3,27.83,Shopee,CUST0087,Credit Card,2024-09-08
ORD000494,Product SKU0068,4,18.6,Lazada,CUST0139,Wallet,2024-11-13
ORD000495,Product SKU0032,2,21.7,Lazada,CUST0103,COD,2023-05-29
ORD000496,Product SKU0021,3,6.03,Shopify,CUST0140,COD,2023-09-10
ORD000497,Product SKU0026,5,25.45,Lazada,CUST0004,COD,2023-09-19
ORD000498,Product SKU0115,4,11.32,Lazada,CUST0117,Wallet,2024-02-18
ORD000499,Product SKU0096,2,29.52,Shopee,CUST0148,Wallet,2023-01-06
ORD000500,Product SKU0122,4,3.95,Shopee,CUST0065,Wallet,2024-10-09
ORD000501,Product SKU0003,5,6.11,Shopify,CUST0030,Wallet,2023-01-29
ORD000502,Product SKU0070,2,5.71,Shopee,CUST0014,Credit Card,2024-01-20
ORD000503,Product SKU0088,8,18.95,Shopify,CUST0117,COD,2024-03-26
ORD000504,Product SKU0103,4,12.24,Shopify,CUST0187,Credit Card,2024-10-22
ORD000505,Product SKU0068,7,11.0,Shopee,CUST0165,Credit Card,2023-04-18
ORD000506,Product SKU0093,6,23.45,Lazada,CUST0106,Credit Card,2024-07-08
ORD000507,Product SKU0116,2,25.06,Shopify,CUST0095,Credit Card,2023-01-19
ORD000508,Product SKU0081,3,14.46,Shopee,CUST0064,Wallet,2023-06-30
ORD000509,Product SKU0025,7,14.54,Shopee,CUST0075,Wallet,2023-03-13
ORD000510,Product SKU0070,1,26.01,Shopify,CUST0104,Credit Card,2023-05-05
ORD000511,Product SKU0082,8,4.06,Lazada,CUST0042,Credit Card,2023-05-08
ORD000512,Product SKU0114,3,20.94,Shopify,CUST0013,Credit Card,2023-08-19
ORD000513,Product SKU0033,5,17.1,Shopee,CUST0170,COD,2024-08-15
ORD000514,Product SKU0078,5,20.43,Lazada,CUST0192,Wallet,2024-03-12
ORD000515,Product SKU0079,3,25.05,Shopee,CUST0164,Credit Card,2024-08-18
ORD000516,Product SKU0036,7,22.98,Shopee,CUST0054,Wallet,2024-02-25
ORD000517,Product SKU0030,1,11.84,Lazada,CUST0183,Wallet,2024-05-20
ORD000518,Product SKU0078,7,25.07,Shopee,CUST0026,Credit Card,2023-06-18
ORD000519,Product SKU0126,3,2.77,Lazada,CUST0170,Credit Card,2023-01-07
ORD000520,Product SKU0045,4,23.79,Shopify,CUST0198,Credit Card,2023-04-06
ORD000521,Product SKU0116,4,14.6,Shopee,CUST0104,Credit Card,2023-12-17
ORD000522,Product SKU0079,6,19.3,Shopee,CUST0148,Credit Card,2024-12-03
ORD000523,Product SKU0077,6,28.61,Shopee,CUST0193,COD,2023-07-15
ORD000524,Product SKU0010,4,22.06,Shopify,CUST0163,Credit Card,2024-03-01
ORD000525,Product SKU0035,8,18.57,Lazada,CUST0147,Wallet,2023-05-13
ORD000526,Product SKU0092,3,16.35,Shopee,CUST0186,Wallet,2023-07-19
ORD000527,Product SKU0108,1,17.37,Lazada,CUST0103,COD,2023-04-29
ORD000528,Product SKU0042,6,14.42,Shopee,CUST0062,COD,2024-06-21
ORD000529,Product SKU0054,1,12.93,Shopee,CUST0020,COD,2023-10-10
ORD000530,Product SKU0074,8,2.77,Shopee,CUST0090,Wallet,2023-12-13
ORD000531,Product SKU0003,6,3.3,Shopify,CUST0080,Credit Card,2024-02-11
ORD000532,Product SKU0006,8,2.74,Lazada,CUST0145,Wallet,2024-02-29
ORD000533,Product SKU0104,5,8.96,Shopify,CUST0083,Credit Card,2023-09-29
ORD000534,Product SKU0091,2,24.64,Shopify,CUST0171,COD,2023-11-25
ORD000535,Product SKU0113,8,2.84,Lazada,CUST0007,Wallet,2024-01-13
ORD000536,Product SKU0125,5,27.78,Shopee,CUST0095,Wallet,2023-08-21
ORD000537,Product SKU0062,5,29.37,Lazada,CUST0014,COD,2023-02-05
ORD000538,Product SKU0064,7,23.18,Shopee,CUST0139,COD,2023-04-16
ORD000539,Product SKU0089,6,19.07,Lazada,CUST0145,Credit Card,2024-06-30
ORD000540,Product SKU0005,2,13.14,Shopee,CUST0138,Credit Card,2023-10-13
ORD000541,Product SKU0004,3,25.89,Shopee,CUST0038,Credit Card,2024-04-19
ORD000542,Product SKU0014,7,23.95,Shopee,CUST0004,Wallet,2023-01-18
ORD000543,Product SKU0070,3,7.9,Shopify,CUST0026,Wallet,2023-03-03
ORD000544,Product SKU0049,2,21.02,Shopify,CUST0055,COD,2023-02-15
ORD000545,Product SKU0086,5,17.47,Shopify,CUST0171,Wallet,2023-09-11
ORD000546,Product SKU0118,6,7.51,Shopify,CUST0192,Credit Card,2023-03-04
ORD000547,Product SKU0098,2,28.49,Shopify,CUST0100,Wallet,2024-08-05
ORD000548,Product SKU0008,4,7.52,Lazada,CUST0038,COD,2024-06-04
ORD000549,Product SKU0005,3,27.86,Lazada,CUST0193,Credit Card,2024-12-30
ORD000550,Product SKU0038,2,22.83,Lazada,CUST0076,Credit Card,2024-08-29
ORD000551,Product SKU0072,8,6.08,Shopify,CUST0004,COD,2024-05-19
ORD000552,Product SKU0026,1,11.32,Shopee,CUST0068,Wallet,2024-08-12
ORD000553,Product SKU0070,6,15.77,Lazada,CUST0135,COD,2023-06-15
ORD000554,Product SKU0127,6,15.59,Shopee,CUST0107,Wallet,2023-11-14
ORD000555,Product SKU0023,7,7.99,Shopee,CUST0071,COD,2024-03-18
ORD000556,Product SKU0024,6,17.1,Shopee,CUST0011,COD,2023-09-23
ORD000557,Product SKU0069,7,22.32,Shopee,CUST0012,Credit Card,2023-06-17
ORD000558,Product SKU0001,5,7.95,Shopee,CUST0011,Credit Card,2024-06-30
ORD000559,Product SKU0055,5,25.79,Shopify,CUST0139,Credit Card,2023-10-17
ORD000560,Product SKU0086,3,24.62,Shopee,CUST0131,Wallet,2024-02-12
ORD000561,Product SKU0008,5,24.59,Shopee,CUST0116,Credit Card,2023-07-16
ORD000562,Product SKU0062,4,29.49,Shopify,CUST0187,Wallet,2024-06-08
ORD000563,Product SKU0120,4,20.57,Shopee,CUST0078,COD,2023-09-15
ORD000564,Product SKU0020,2,20.92,Shopee,CUST0137,COD,2024-11-01
ORD000565,Product SKU0018,8,4.19,Lazada,CUST0151,Wallet,2024-08-03
ORD000566,Product SKU0095,8,26.04,Shopee,CUST0125,COD,2024-12-24
ORD000567,Product SKU0053,8,24.56,Shopee,CUST0063,Credit Card,2024-07-31
ORD000568,Product SKU0031,4,19.75,Shopee,CUST0052,Wallet,2023-02-19
ORD000569,Product SKU0026,7,14.65,Shopify,CUST0172,Wallet,2024-04-28
ORD000570,Product SKU0073,4,7.21,Shopee,CUST0087,Wallet,2024-01-03
ORD000571,Product SKU0098,2,6.91,Lazada,CUST0054,Wallet,2023-07-11
ORD000572,Product SKU0093,6,17.55,Shopee,CUST0096,Wallet,2023-02-01
ORD000573,Product SKU0092,5,22.06,Shopify,CUST0071,Wallet,2023-10-18
ORD000574,Product SKU0054,7,5.71,Lazada,CUST0166,COD,2023-10-28
ORD000575,Product SKU0025,3,6.34,Shopify,CUST0006,COD,2024-10-19
ORD000576,Product SKU0034,2,9.6,Shopee,CUST0019,COD,2023-10-23
ORD000577,Product SKU0010,7,11.23,Shopee,CUST0055,Credit Card,2023-11-22
ORD000578,Product SKU0042,2,17.49,Shopee,CUST0181,Credit Card,2024-01-01
ORD000579,Product SKU0044,8,27.43,Shopee,CUST0157,Wallet,2023-12-22
ORD000580,Product SKU0109,4,28.25,Lazada,CUST0015,Credit Card,2024-06-18
ORD000581,Product SKU0070,8,15.14,Lazada,CUST0008,Wallet,2023-06-15
ORD000582,Product SKU0105,7,18.01,Shopee,CUST0019,Wallet,2023-05-22
ORD000583,Product SKU0074,6,28.96,Shopee,CUST0183,Wallet,2023-03-29
ORD000584,Product SKU0090,5,16.17,Shopify,CUST0173,COD,2024-04-28
ORD000585,Product SKU0118,8,11.32,Lazada,CUST0164,COD,2023-01-20
ORD000586,Product SKU0076,1,25.49,Shopify,CUST0169,Wallet,2023-10-17
ORD000587,Product SKU0011,4,24.02,Lazada,CUST0070,COD,2024-11-30
ORD000588,Product SKU0037,2,10.97,Shopee,CUST0017,Credit Card,2024-12-30
ORD000589,Product SKU0021,6,5.79,Shopify,CUST0054,COD,2023-10-08
ORD000590,Product SKU0011,7,13.82,Lazada,CUST0088,COD,2023-10-13
ORD000591,Product SKU0100,3,28.4,Shopify,CUST0150,Wallet,2023-02-15
ORD000592,Product SKU0017,5,5.96,Shopee,CUST0034,Credit Card,2023-01-14
ORD000593,Product SKU0055,8,22.45,Lazada,CUST0113,Credit Card,2024-03-27
ORD000594,Product SKU0024,7,16.06,Shopee,CUST0180,Wallet,2024-09-04
ORD000595,Product SKU0042,3,16.58,Shopify,CUST0055,Credit Card,2023-03-07
ORD000596,Product SKU0122,4,5.9,Shopee,CUST0104,Wallet,2023-10-13
ORD000597,Product SKU0100,4,19.06,Shopee,CUST0032,COD,2023-05-18
ORD000598,Product SKU0123,4,28.16,Lazada,CUST0028,Credit Card,2024-05-02
ORD000599,Product SKU0064,1,17.29,Shopee,CUST0129,COD,2023-12-19
ORD000600,Product SKU0125,5,19.39,Lazada,CUST0122,COD,2024-05-10
ORD000601,Product SKU0034,4,29.52,Lazada,CUST0005,COD,2023-09-17
ORD000602,Product SKU0057,8,13.28,Shopee,CUST0024,COD,2024-02-04
ORD000603,Product SKU0070,8,23.62,Shopee,CUST0029,Wallet,2023-08-13
ORD000604,Product SKU0002,5,18.64,Lazada,CUST0167,Credit Card,2024-05-04
ORD000605,Product SKU0098,4,16.15,Shopee,CUST0059,Wallet,2024-02-27
ORD000606,Product SKU0049,2,17.34,Shopify,CUST0031,COD,2024-08-10
ORD000607,Product SKU0111,2,23.59,Lazada,CUST0192,Wallet,2023-06-09
ORD000608,Product SKU0086,3,18.52,Shopee,CUST0120,Credit Card,2024-10-08
ORD000609,Product SKU0077,4,26.4,Shopee,CUST0012,COD,2023-03-03
ORD000610,Product SKU0043,3,29.37,Shopify,CUST0148,Wallet,2024-10-01
ORD000611,Product SKU0051,2,8.06,Shopee,CUST0173,Wallet,2023-07-20
ORD000612,Product SKU0029,4,13.65,Shopify,CUST0186,COD,2024-11-07
ORD000613,Product SKU0096,1,15.27,Shopee,CUST0106,Credit Card,2024-03-01
ORD000614,Product SKU0128,8,8.11,Lazada,CUST0093,Wallet,2023-12-06
ORD000615,Product SKU0087,2,13.07,Lazada,CUST0004,COD,2024-06-06
ORD000616,Product SKU0048,1,8.82,Shopee,CUST0170,COD,2024-09-02
ORD000617,Product SKU0109,5,13.59,Lazada,CUST0151,Credit Card,2023-05-02
ORD000618,Product SKU0010,7,12.4,Shopify,CUST0039,Wallet,2023-01-26
ORD000619,Product SKU0027,4,21.76,Lazada,CUST0198,Wallet,2024-11-23
ORD000620,Product SKU0086,4,24.01,Shopee,CUST0169,Credit Card,2023-10-29
ORD000621,Product SKU0044,5,23.19,Shopee,CUST0083,COD,2024-03-10
ORD000622,Product SKU0036,1,15.11,Lazada,CUST0166,Wallet,2024-07-03
ORD000623,Product SKU0020,4,22.36,Shopee,CUST0115,Wallet,2024-08-19
ORD000624,Product SKU0085,4,14.22,Shopee,CUST0077,Credit Card,2024-07-02
ORD000625,Product SKU0028,4,8.87,Shopify,CUST0182,Wallet,2024-10-26
ORD000626,Product SKU0012,8,20.1,Shopify,CUST0107,COD,2024-05-05
ORD000627,Product SKU0008,8,15.25,Lazada,CUST0078,Credit Card,2023-07-26
ORD000628,Product SKU0114,7,16.7,Shopee,CUST0035,Credit Card,2024-12-15
ORD000629,Product SKU0088,5,28.84,Shopify,CUST0138,COD,2023-01-27
ORD000630,Product SKU0104,5,12.72,Shopify,CUST0129,Credit Card,2023-06-10
ORD000631,Product SKU0081,7,24.22,Shopee,CUST0183,Credit Card,2024-11-17
ORD000632,Product SKU0107,2,19.5,Shopee,CUST0040,Credit Card,2024-11-17
ORD000633,Product SKU0022,8,23.62,Shopee,CUST0160,Credit Card,2023-11-14
ORD000634,Product SKU0016,2,14.47,Shopee,CUST0033,Credit Card,2024-07-13
ORD000635,Product SKU0019,8,28.69,Shopify,CUST0004,Wallet,2023-05-02
ORD000636,Product SKU0089,6,26.24,Lazada,CUST0072,Credit Card,2024-02-07
ORD000637,Product SKU0079,1,17.23,Shopee,CUST0067,Credit Card,2024-03-24
ORD000638,Product SKU0002,6,26.74,Lazada,CUST0198,COD,2023-04-09
ORD000639,Product SKU0056,6,23.22,Shopee,CUST0110,Credit Card,2024-03-14
ORD000640,Product SKU0073,7,4.85,Shopify,CUST0139,Credit Card,2024-07-01
ORD000641,Product SKU0041,5,5.47,Lazada,CUST0159,Wallet,2024-09-04
ORD000642,Product SKU0090,8,16.47,Lazada,CUST0167,Wallet,2023-04-17
ORD000643,Product SKU0071,4,15.44,Shopee,CUST0068,Wallet,2023-06-14
ORD000644,Product SKU0019,4,19.89,Lazada,CUST0084,Credit Card,2023-02-20
ORD000645,Product SKU0127,1,12.85,Shopee,CUST0068,COD,2023-05-18
ORD000646,Product SKU0028,2,12.2,Shopee,CUST0153,Wallet,2023-11-09
ORD000647,Product SKU0006,6,19.54,Lazada,CUST0157,Wallet,2023-05-04
ORD000648,Product SKU0078,4,20.81,Shopee,CUST0111,COD,2024-10-21
ORD000649,Product SKU0064,8,18.67,Shopee,CUST0176,Wallet,2024-06-05
ORD000650,Product SKU0038,6,17.59,Shopee,CUST0053,Credit Card,2023-06-18
ORD000651,Product SKU0029,6,24.5,Shopee,CUST0013,Credit Card,2023-08-02
ORD000652,Product SKU0073,5,17.2,Shopify,CUST0140,Credit Card,2023-05-20
