order_id,order_datetime,channel,platform,payment_method,customer_id,subtotal_sgd,shipping_fee_sgd,gst_sgd,grand_total_sgd
ORD112451,2020-01-21 16:52,Shopee,Shopee,Credit Card,CUST103973,2.88,0,0.2,3.08
ORD112454,2020-01-21 21:44,Website,Website,Atome,CUST103202,2,0,0.14,2.14
ORD112455,2020-01-21 11:46,Shopee,Shopee,Credit Card,CUST100317,8.92,0,0.62,9.54
ORD112457,2020-01-21 18:31,Lazada,Lazada,PayNow,CUST103626,3.08,2.5,0.39,5.97
ORD112458,2020-01-21 21:25,Shopee,Shopee,ShopeePay,CUST103850,5.4,0,0.38,5.78
ORD112460,2020-01-21 12:22,Website,Website,Atome,CUST101877,1.92,0,0.13,2.05
ORD112463,2020-01-21 20:07,Shopee,Shopee,GrabPay,CUST102532,5.62,3.9,0.67,10.19
ORD112465,2020-01-21 13:26,Shopee,Shopee,PayNow,CUST101982,5.62,0,0.39,6.01
ORD112469,2020-01-22 19:40,Shopee,Shopee,PayNow,CUST104501,6.5,0,0.46,6.96
ORD112470,2020-01-22 11:19,Lazada,Lazada,ShopeePay,CUST101756,43.85,0,3.07,46.92
ORD112471,2020-01-22 11:35,Shopee,Shopee,GrabPay,CUST102643,16.12,0,1.13,17.25
ORD112473,2020-01-22 17:28,Lazada,Lazada,ShopeePay,CUST103941,72.2,2.5,5.23,79.93
ORD112474,2020-01-22 11:10,Shopee,Shopee,GrabPay,GUEST1009,13,0,0.91,13.91
ORD112476,2020-01-22 13:44,Shopee,Shopee,GrabPay,CUST100631,12.14,0,0.85,12.99
ORD112479,2020-01-22 15:05,Lazada,Lazada,Credit Card,CUST102076,32.19,0,2.25,34.44
ORD112482,2020-01-22 11:09,Shopee,Shopee,Atome,CUST101835,3.16,0,0.22,3.38
ORD112483,2020-01-22 12:07,Website,Website,GrabPay,CUST102756,13.12,3,1.13,17.25
ORD112484,2020-01-22 10:16,Shopee,Shopee,Credit Card,CUST101440,5.35,0,0.37,5.72
ORD112486,2020-01-22 20:14,Website,Website,PayNow,CUST102046,13.14,0,0.92,14.06
ORD112487,2020-01-22 15:56,Shopee,Shopee,PayNow,CUST104884,5.51,3,0.6,9.11
ORD112488,2020-01-22 09:10,Shopee,Shopee,PayNow,CUST101363,24.04,0,1.68,25.72
ORD112493,2020-01-22 16:39,RedMart,RedMart,Atome,CUST100526,7.86,3,0.76,11.62
ORD112495,2020-01-23 12:18,GrabMart,GrabMart,Credit Card,CUST104550,1.71,3,0.33,5.04
ORD112499,2020-01-23 14:08,Lazada,Lazada,Credit Card,CUST102461,5.25,0,0.37,5.62
ORD112500,2020-01-23 16:18,Website,Website,PayNow,CUST102964,24.29,0,1.7,25.99
ORD112501,2020-01-23 09:09,Website,Website,GrabPay,CUST102096,21.51,0,1.51,23.02
ORD112503,2020-01-23 12:41,Lazada,Lazada,ShopeePay,CUST102458,20.65,0,1.45,22.1
ORD112504,2020-01-23 21:39,GrabMart,GrabMart,GrabPay,CUST103651,99.91,0,6.99,106.9
ORD112505,2020-01-23 12:07,Website,Website,ShopeePay,CUST101943,2.95,0,0.21,3.16
ORD112506,2020-01-23 10:43,GrabMart,GrabMart,Credit Card,CUST103300,23.42,2.5,1.81,27.73
ORD112508,2020-01-23 15:05,Lazada,Lazada,Credit Card,CUST104992,4.49,3.9,0.59,8.98
ORD112510,2020-01-23 21:40,Shopee,Shopee,PayNow,CUST104512,3.19,0,0.22,3.41
ORD112511,2020-01-23 09:33,Website,Website,GrabPay,CUST104328,26,0,1.82,27.82
ORD112514,2020-01-23 16:47,Lazada,Lazada,GrabPay,CUST104789,5.25,3,0.58,8.83
ORD112516,2020-01-23 13:33,Website,Website,ShopeePay,CUST102406,2,0,0.14,2.14
ORD112518,2020-01-23 17:41,Shopee,Shopee,Credit Card,CUST101404,3,0,0.21,3.21
ORD112521,2020-01-23 12:29,Website,Website,ShopeePay,CUST103750,11.76,2.5,1,15.26
ORD112523,2020-01-23 21:54,Lazada,Lazada,Credit Card,CUST101565,3.1,3.9,0.49,7.49
ORD112527,2020-01-23 09:55,Shopee,Shopee,Atome,CUST104154,9.04,0,0.63,9.67
ORD112530,2020-01-23 19:32,Lazada,Lazada,GrabPay,CUST102616,44.66,3.9,3.4,51.96
ORD112533,2020-01-24 18:57,Shopee,Shopee,GrabPay,CUST102834,29.34,0,2.05,31.39
ORD112534,2020-01-24 18:38,Shopee,Shopee,PayNow,CUST102650,11.77,0,0.82,12.59
ORD112538,2020-01-24 21:15,Website,Website,ShopeePay,CUST104981,6.32,3,0.65,9.97
ORD112541,2020-01-24 14:22,GrabMart,GrabMart,PayNow,CUST104295,6.9,0,0.48,7.38
ORD112543,2020-01-24 12:33,Shopee,Shopee,Atome,CUST104055,22.66,0,1.59,24.25
ORD112544,2020-01-24 21:44,Lazada,Lazada,Atome,CUST101858,9.57,0,0.67,10.24
ORD112546,2020-01-24 19:39,Website,Website,Credit Card,GUEST1037,3.54,0,0.25,3.79
ORD112547,2020-01-24 18:02,Shopee,Shopee,ShopeePay,CUST100047,27.39,0,1.92,29.31
ORD112548,2020-01-24 20:25,Website,Website,ShopeePay,CUST102668,17.62,2.5,1.41,21.53
ORD112549,2020-01-24 15:39,Shopee,Shopee,ShopeePay,CUST100002,3.16,0,0.22,3.38
ORD112551,2020-01-24 21:47,Shopee,Shopee,ShopeePay,CUST101849,4.86,0,0.34,5.2
ORD112553,2020-01-24 18:43,Lazada,Lazada,PayNow,CUST100650,3.6,0,0.25,3.85
ORD112556,2020-01-24 10:31,Website,Website,Atome,CUST103282,12.76,0,0.89,13.65
ORD112558,2020-01-24 16:17,Lazada,Lazada,GrabPay,CUST102166,10.46,3.9,1.01,15.37
ORD112561,2020-01-24 21:03,Shopee,Shopee,GrabPay,CUST101553,13.69,2.5,1.13,17.32
ORD112566,2020-01-24 16:45,Lazada,Lazada,Atome,CUST101066,5.5,0,0.39,5.89
ORD112572,2020-01-25 21:54,Lazada,Lazada,PayNow,CUST100741,6.41,0,0.45,6.86
ORD112573,2020-01-25 16:39,Shopee,Shopee,PayNow,CUST103542,19.29,3.9,1.62,24.81
ORD112574,2020-01-25 12:33,Lazada,Lazada,Atome,CUST102348,2.14,3.9,0.42,6.46
ORD112575,2020-01-25 10:25,FairPrice_Online,FairPrice_Online,Atome,CUST104489,11.25,0,0.79,12.04
ORD112578,2020-01-25 18:52,Lazada,Lazada,ShopeePay,CUST100638,3.42,3.9,0.51,7.83
ORD112580,2020-01-25 15:08,Shopee,Shopee,Atome,CUST102203,2,3.9,0.41,6.31
ORD112582,2020-01-25 12:24,Lazada,Lazada,PayNow,CUST104347,46.24,0,3.24,49.48
ORD112585,2020-01-25 18:50,Website,Website,Atome,CUST100808,5,3.9,0.62,9.52
ORD112586,2020-01-25 09:36,GrabMart,GrabMart,ShopeePay,CUST104330,10.5,0,0.74,11.24
ORD112589,2020-01-25 11:25,Shopee,Shopee,ShopeePay,CUST103064,11.24,3.9,1.06,16.2
ORD112592,2020-01-25 09:35,Lazada,Lazada,GrabPay,CUST103771,4,0,0.28,4.28
ORD112595,2020-01-25 20:04,Shopee,Shopee,Credit Card,CUST104218,2.24,3.9,0.43,6.57
ORD112599,2020-01-25 12:50,FairPrice_Online,FairPrice_Online,ShopeePay,CUST100689,31.7,0,2.22,33.92
ORD112601,2020-01-25 09:25,Shopee,Shopee,Atome,CUST103829,27.32,0,1.91,29.23
ORD112602,2020-01-25 15:49,Shopee,Shopee,ShopeePay,CUST102472,13,2.5,1.09,16.59
ORD112603,2020-01-25 15:12,Shopee,Shopee,Credit Card,CUST104072,8.5,0,0.6,9.1
ORD112607,2020-01-25 10:57,Shopee,Shopee,PayNow,CUST104199,24.3,0,1.7,26
ORD112608,2020-01-25 21:22,Lazada,Lazada,Atome,CUST103649,3.26,2.5,0.4,6.16
ORD112611,2020-01-25 18:08,Shopee,Shopee,ShopeePay,CUST102670,13,3,1.12,17.12
ORD112613,2020-01-25 14:49,Lazada,Lazada,ShopeePay,CUST104311,1.76,0,0.12,1.88
ORD112618,2020-01-25 19:58,Lazada,Lazada,PayNow,CUST101802,10.7,0,0.75,11.45
ORD112620,2020-01-26 12:58,Website,Website,Credit Card,CUST102105,5.35,3.9,0.65,9.9
ORD112621,2020-01-26 21:06,Lazada,Lazada,GrabPay,CUST104868,1.77,3.9,0.4,6.07
ORD112624,2020-01-26 09:07,Lazada,Lazada,ShopeePay,CUST100232,7.32,2.5,0.69,10.51
ORD112626,2020-01-26 12:18,Lazada,Lazada,ShopeePay,CUST103952,21.23,0,1.49,22.72
ORD112627,2020-01-26 16:48,Lazada,Lazada,Atome,CUST101156,0.64,3,0.25,3.89
ORD112628,2020-01-26 17:49,Website,Website,GrabPay,CUST103129,6.39,0,0.45,6.84
ORD112629,2020-01-26 21:47,Shopee,Shopee,ShopeePay,CUST101860,1.82,0,0.13,1.95
ORD112630,2020-01-26 09:10,Shopee,Shopee,Atome,CUST100281,12.22,2.5,1.03,15.75
ORD112631,2020-01-26 14:40,Shopee,Shopee,GrabPay,CUST100397,6,0,0.42,6.42
ORD112632,2020-01-26 17:17,Shopee,Shopee,Credit Card,CUST100597,26,3,2.03,31.03
ORD112639,2020-01-26 17:53,Lazada,Lazada,ShopeePay,CUST104297,5.35,3,0.58,8.93
ORD112641,2020-01-26 13:23,Lazada,Lazada,PayNow,CUST104586,37.94,3.9,2.93,44.77
ORD112646,2020-01-26 12:21,Shopee,Shopee,GrabPay,CUST101650,1.68,2.5,0.29,4.47
ORD112647,2020-01-26 15:32,Lazada,Lazada,ShopeePay,CUST104720,38.28,0,2.68,40.96
ORD112648,2020-01-26 21:16,Shopee,Shopee,PayNow,CUST104046,7.24,0,0.51,7.75
ORD112649,2020-01-26 11:53,Lazada,Lazada,Atome,CUST100686,8.62,0,0.6,9.22
ORD112650,2020-01-26 10:45,Website,Website,ShopeePay,CUST102449,10.04,2.5,0.88,13.42
ORD112654,2020-01-26 21:51,FairPrice_Online,FairPrice_Online,GrabPay,CUST101135,26.24,3.9,2.11,32.25
ORD112656,2020-01-26 15:32,Shopee,Shopee,ShopeePay,CUST101981,9.25,0,0.65,9.9
ORD112657,2020-01-26 21:17,Shopee,Shopee,ShopeePay,CUST102910,11.76,0,0.82,12.58
ORD112660,2020-01-26 16:39,Shopee,Shopee,Credit Card,CUST103184,3.08,2.5,0.39,5.97
ORD112661,2020-01-26 20:08,Shopee,Shopee,GrabPay,CUST100790,2.38,3.9,0.44,6.72
ORD112662,2020-01-26 20:51,Shopee,Shopee,ShopeePay,CUST104841,12.15,0,0.85,13
ORD112664,2020-01-26 10:09,Shopee,Shopee,PayNow,CUST102575,7.25,0,0.51,7.76
ORD112666,2020-01-26 11:10,Shopee,Shopee,Atome,CUST102630,5,0,0.35,5.35
ORD112668,2020-01-26 15:21,Shopee,Shopee,Credit Card,CUST104975,13.12,3,1.13,17.25
ORD112669,2020-01-27 18:46,Lazada,Lazada,GrabPay,CUST101842,10.37,0,0.73,11.1
ORD112671,2020-01-27 15:40,Website,Website,ShopeePay,CUST102580,3.21,2.5,0.4,6.11
ORD112673,2020-01-27 13:29,Shopee,Shopee,Atome,CUST101107,14.39,3,1.22,18.61
ORD112675,2020-01-27 18:50,Website,Website,Credit Card,GUEST1014,6.67,0,0.47,7.14
ORD112678,2020-01-27 14:24,Shopee,Shopee,PayNow,CUST102389,3,0,0.21,3.21
ORD112681,2020-01-27 15:37,Shopee,Shopee,GrabPay,CUST103799,9.41,2.5,0.83,12.74
ORD112685,2020-01-27 18:09,Website,Website,PayNow,CUST103738,11.68,2.5,0.99,15.17
ORD112689,2020-01-27 13:47,Website,Website,GrabPay,CUST103329,4.28,3,0.51,7.79
ORD112696,2020-01-27 14:49,Shopee,Shopee,ShopeePay,CUST104919,38.92,0,2.72,41.64
ORD112697,2020-01-27 16:12,Lazada,Lazada,PayNow,CUST100232,5,3.9,0.62,9.52
ORD112699,2020-01-27 18:12,Shopee,Shopee,Atome,CUST104217,17.5,3.9,1.5,22.9
ORD112700,2020-01-27 17:36,GrabMart,GrabMart,GrabPay,CUST103695,5.25,3,0.58,8.83
ORD112704,2020-01-27 15:24,Lazada,Lazada,GrabPay,CUST100261,13.39,0,0.94,14.33
ORD112707,2020-01-27 19:07,Website,Website,GrabPay,CUST104972,10.5,0,0.74,11.24
ORD112713,2020-01-27 10:57,Lazada,Lazada,ShopeePay,CUST104314,2.8,3,0.41,6.21
ORD112715,2020-01-28 16:55,Shopee,Shopee,PayNow,CUST100924,48.03,0,3.36,51.39
ORD112716,2020-01-28 20:13,Website,Website,ShopeePay,CUST100697,5.7,2.5,0.57,8.77
ORD112717,2020-01-28 21:01,Shopee,Shopee,PayNow,CUST101817,2.94,3,0.42,6.36
ORD112719,2020-01-28 10:08,Lazada,Lazada,GrabPay,CUST102368,10.11,0,0.71,10.82
ORD112721,2020-01-28 19:20,GrabMart,GrabMart,PayNow,CUST104682,51.32,0,3.59,54.91
ORD112722,2020-01-28 11:52,Website,Website,Credit Card,CUST100990,5.62,2.5,0.57,8.69
ORD112723,2020-01-28 17:11,Lazada,Lazada,PayNow,CUST102814,3.25,3.9,0.5,7.65
ORD112725,2020-01-28 19:58,Lazada,Lazada,Credit Card,CUST100154,6.44,2.5,0.63,9.57
ORD112726,2020-01-28 21:17,Website,Website,GrabPay,CUST101352,36.71,3.9,2.84,43.45
ORD112728,2020-01-28 17:26,Website,Website,ShopeePay,CUST100580,2.94,0,0.21,3.15
ORD112729,2020-01-28 17:52,Shopee,Shopee,Atome,CUST101712,12.15,0,0.85,13
ORD112731,2020-01-28 10:11,Website,Website,PayNow,CUST103684,3.1,2.5,0.39,5.99
ORD112735,2020-01-28 11:36,RedMart,RedMart,PayNow,CUST103153,17.13,0,1.2,18.33
ORD112739,2020-01-28 15:47,Website,Website,ShopeePay,CUST103433,5.35,3.9,0.65,9.9
ORD112741,2020-01-28 12:03,RedMart,RedMart,Credit Card,CUST100377,3.42,0,0.24,3.66
ORD112745,2020-01-28 12:55,Shopee,Shopee,ShopeePay,CUST101031,19.69,0,1.38,21.07
ORD112746,2020-01-28 11:41,Shopee,Shopee,Atome,CUST103068,12.76,2.5,1.07,16.33
ORD112747,2020-01-28 21:46,Lazada,Lazada,Credit Card,CUST100919,4.28,0,0.3,4.58
ORD112748,2020-01-28 10:48,GrabMart,GrabMart,GrabPay,CUST103076,2.14,0,0.15,2.29
ORD112750,2020-01-28 11:40,Lazada,Lazada,Atome,CUST101854,6.38,0,0.45,6.83
ORD112752,2020-01-28 20:07,Shopee,Shopee,GrabPay,CUST100534,8.82,0,0.62,9.44
ORD112753,2020-01-28 19:44,Shopee,Shopee,Credit Card,CUST101381,3.02,3.9,0.48,7.4
ORD112754,2020-01-28 15:46,Shopee,Shopee,Credit Card,CUST104731,12.15,3.9,1.12,17.17
ORD112757,2020-01-28 16:27,Shopee,Shopee,Credit Card,CUST102531,5.5,2.5,0.56,8.56
ORD112760,2020-01-29 21:09,Shopee,Shopee,PayNow,CUST101303,30.52,0,2.14,32.66
ORD112764,2020-01-29 14:17,Shopee,Shopee,Credit Card,CUST102616,72.88,0,5.1,77.98
ORD112765,2020-01-29 16:15,Shopee,Shopee,ShopeePay,CUST104608,47.15,0,3.3,50.45
ORD112769,2020-01-29 21:40,Shopee,Shopee,GrabPay,CUST101825,4.28,3.9,0.57,8.75
ORD112771,2020-01-29 21:45,Shopee,Shopee,Credit Card,CUST102159,39.02,0,2.73,41.75
ORD112774,2020-01-29 12:08,Lazada,Lazada,ShopeePay,CUST104878,40.2,0,2.81,43.01
ORD112777,2020-01-29 09:02,Website,Website,PayNow,CUST104672,3.08,2.5,0.39,5.97
ORD112779,2020-01-29 12:44,Website,Website,Credit Card,CUST104499,0.54,3,0.25,3.79
ORD112781,2020-01-29 10:24,Lazada,Lazada,Atome,CUST102371,15.95,0,1.12,17.07
ORD112782,2020-01-29 16:45,Website,Website,GrabPay,CUST101504,1.44,0,0.1,1.54
ORD112783,2020-01-29 21:55,Shopee,Shopee,PayNow,CUST103409,9.02,3,0.84,12.86
ORD112784,2020-01-29 15:27,Shopee,Shopee,GrabPay,CUST102464,7.12,0,0.5,7.62
ORD112785,2020-01-29 13:27,Shopee,Shopee,Atome,CUST102121,11.24,3,1,15.24
ORD112787,2020-01-29 21:07,Lazada,Lazada,Atome,CUST104641,11,3,0.98,14.98
ORD112790,2020-01-29 20:22,Website,Website,Credit Card,CUST102802,5.25,0,0.37,5.62
ORD112796,2020-01-29 19:56,Lazada,Lazada,GrabPay,CUST100599,2,0,0.14,2.14
ORD112798,2020-01-29 21:06,Shopee,Shopee,ShopeePay,CUST100577,10.5,2.5,0.91,13.91
ORD112800,2020-01-30 14:11,Lazada,Lazada,Credit Card,CUST101989,1.35,0,0.09,1.44
ORD112811,2020-01-30 13:27,Shopee,Shopee,GrabPay,CUST102293,7,3,0.7,10.7
ORD112812,2020-01-30 17:39,Lazada,Lazada,PayNow,CUST102999,10.7,3,0.96,14.66
ORD112813,2020-01-30 15:45,RedMart,RedMart,GrabPay,CUST104795,28.62,3.9,2.28,34.8
ORD112816,2020-01-30 14:19,Shopee,Shopee,ShopeePay,CUST104624,7.86,3.9,0.82,12.58
ORD112819,2020-01-30 09:18,Shopee,Shopee,ShopeePay,CUST103295,51.77,0,3.62,55.39
ORD112822,2020-01-30 21:55,Shopee,Shopee,Atome,GUEST1054,27.3,3.9,2.18,33.38
ORD112823,2020-01-30 17:57,Lazada,Lazada,Credit Card,CUST103451,31,3.9,2.44,37.34
ORD112824,2020-01-30 15:41,Website,Website,Credit Card,CUST101896,1.76,0,0.12,1.88
ORD112825,2020-01-30 17:27,Lazada,Lazada,PayNow,CUST102962,20.09,3,1.62,24.71
ORD112828,2020-01-30 17:03,Shopee,Shopee,GrabPay,CUST102603,11,0,0.77,11.77
ORD112829,2020-01-30 10:14,Website,Website,PayNow,CUST104023,64.4,2.5,4.68,71.58
ORD112830,2020-01-30 12:43,Lazada,Lazada,Atome,CUST102864,30.52,3.9,2.41,36.83
ORD112831,2020-01-30 19:44,Lazada,Lazada,PayNow,CUST103588,20.88,2.5,1.64,25.02
ORD112832,2020-01-30 12:23,Lazada,Lazada,ShopeePay,CUST102114,20.2,2.5,1.59,24.29
ORD112833,2020-01-30 16:36,Shopee,Shopee,ShopeePay,CUST102847,10.87,2.5,0.94,14.31
ORD112834,2020-01-30 20:09,Lazada,Lazada,ShopeePay,CUST103239,19.2,3.9,1.62,24.72
ORD112841,2020-01-31 14:57,Website,Website,ShopeePay,CUST102340,10.22,3,0.93,14.15
ORD112843,2020-01-31 14:04,Shopee,Shopee,PayNow,CUST102776,6.11,0,0.43,6.54
ORD112844,2020-01-31 20:19,Shopee,Shopee,Credit Card,CUST100904,2,0,0.14,2.14
ORD112848,2020-01-31 11:28,Website,Website,Credit Card,CUST104042,4,2.5,0.46,6.96
ORD112851,2020-01-31 18:55,Lazada,Lazada,GrabPay,CUST100741,8.32,0,0.58,8.9
ORD112852,2020-01-31 16:13,Lazada,Lazada,Atome,CUST102046,5.62,0,0.39,6.01
ORD112858,2020-01-31 20:57,Shopee,Shopee,GrabPay,CUST100753,26.8,2.5,2.05,31.35
ORD112860,2020-01-31 12:54,Shopee,Shopee,ShopeePay,CUST103000,27.38,3,2.13,32.51
ORD112861,2020-01-31 09:24,Shopee,Shopee,Credit Card,CUST102805,39.36,2.5,2.93,44.79
ORD112862,2020-01-31 12:21,Website,Website,GrabPay,CUST101635,0.81,3.9,0.33,5.04
ORD112864,2020-01-31 21:56,GrabMart,GrabMart,Credit Card,CUST102111,5.35,2.5,0.55,8.4
ORD112875,2020-02-01 13:53,Shopee,Shopee,PayNow,CUST102933,18.82,0,1.32,20.14
ORD112876,2020-02-01 15:07,FairPrice_Online,FairPrice_Online,GrabPay,CUST100434,16.2,2.5,1.31,20.01
ORD112877,2020-02-01 13:13,Shopee,Shopee,ShopeePay,CUST100324,3.52,3.9,0.52,7.94
ORD112879,2020-02-01 10:02,Lazada,Lazada,ShopeePay,CUST102277,5,0,0.35,5.35
ORD112882,2020-02-01 13:50,Shopee,Shopee,PayNow,CUST100283,1.35,3.9,0.37,5.62
ORD112884,2020-02-01 20:02,Lazada,Lazada,PayNow,CUST104796,21.26,0,1.49,22.75
ORD112890,2020-02-01 15:10,Shopee,Shopee,PayNow,CUST104332,12.15,3,1.06,16.21
ORD112891,2020-02-01 10:25,Shopee,Shopee,PayNow,CUST104619,23.11,2.5,1.79,27.4
ORD112894,2020-02-01 19:08,Website,Website,GrabPay,CUST102323,12.15,0,0.85,13
ORD112899,2020-02-01 17:32,Lazada,Lazada,PayNow,GUEST1077,13.16,3.9,1.19,18.25
ORD112901,2020-02-01 11:53,FairPrice_Online,FairPrice_Online,PayNow,CUST104410,13,3,1.12,17.12
ORD112902,2020-02-01 11:41,Lazada,Lazada,PayNow,CUST100759,3.16,3.9,0.49,7.55
ORD112903,2020-02-01 15:36,Shopee,Shopee,GrabPay,CUST101861,6.74,3.9,0.74,11.38
ORD112906,2020-02-01 16:05,Shopee,Shopee,PayNow,CUST103466,25.13,2.5,1.93,29.56
ORD112908,2020-02-01 11:41,Shopee,Shopee,Atome,CUST102825,5.51,0,0.39,5.9
ORD112909,2020-02-01 16:23,Shopee,Shopee,Atome,CUST104957,10.5,0,0.74,11.24
ORD112916,2020-02-01 13:34,Lazada,Lazada,Credit Card,CUST102538,15.72,0,1.1,16.82
ORD112924,2020-02-02 09:41,Shopee,Shopee,Credit Card,CUST101223,11,0,0.77,11.77
ORD112925,2020-02-02 20:49,Shopee,Shopee,PayNow,CUST102076,5,0,0.35,5.35
ORD112927,2020-02-02 20:11,Lazada,Lazada,Atome,CUST100913,3,0,0.21,3.21
ORD112928,2020-02-02 15:00,Lazada,Lazada,Atome,CUST104915,13.86,0,0.97,14.83
ORD112929,2020-02-02 11:35,Lazada,Lazada,ShopeePay,CUST102684,2.14,2.5,0.32,4.96
ORD112931,2020-02-02 21:34,Website,Website,GrabPay,CUST100971,5.62,0,0.39,6.01
ORD112932,2020-02-02 10:07,Shopee,Shopee,GrabPay,CUST101524,34.27,2.5,2.57,39.34
ORD112935,2020-02-02 14:04,Shopee,Shopee,PayNow,CUST103087,19.75,0,1.38,21.13
ORD112936,2020-02-02 15:01,Website,Website,ShopeePay,CUST103798,18.47,0,1.29,19.76
ORD112937,2020-02-02 21:31,Website,Website,Credit Card,CUST100926,25.52,3,2,30.52
ORD112938,2020-02-02 18:39,Lazada,Lazada,GrabPay,CUST100784,37.89,0,2.65,40.54
ORD112939,2020-02-02 17:42,Lazada,Lazada,GrabPay,CUST104192,17.77,0,1.24,19.01
ORD112943,2020-02-02 20:58,FairPrice_Online,FairPrice_Online,ShopeePay,CUST100890,13,0,0.91,13.91
ORD112945,2020-02-02 14:54,Shopee,Shopee,GrabPay,CUST100708,14.12,3.9,1.26,19.28
ORD112946,2020-02-02 16:09,GrabMart,GrabMart,ShopeePay,CUST102731,9.73,0,0.68,10.41
ORD112948,2020-02-02 17:28,Shopee,Shopee,GrabPay,CUST102224,5.35,2.5,0.55,8.4
ORD112950,2020-02-02 11:06,Lazada,Lazada,Credit Card,GUEST1081,0.64,3.9,0.32,4.86
ORD112954,2020-02-02 21:25,Lazada,Lazada,ShopeePay,CUST101816,29.62,3.9,2.35,35.87
ORD112956,2020-02-02 16:22,Shopee,Shopee,PayNow,CUST103882,5.35,0,0.37,5.72
ORD112958,2020-02-02 18:46,Lazada,Lazada,Atome,CUST103582,16.2,0,1.13,17.33
ORD112961,2020-02-02 18:24,Lazada,Lazada,ShopeePay,CUST104807,14.72,0,1.03,15.75
ORD112962,2020-02-02 19:52,Website,Website,Credit Card,CUST101425,16.53,2.5,1.33,20.36
ORD112965,2020-02-02 17:37,Lazada,Lazada,ShopeePay,CUST104405,5.4,0,0.38,5.78
ORD112968,2020-02-02 09:34,Website,Website,Credit Card,CUST100507,3.52,3.9,0.52,7.94
ORD112969,2020-02-02 21:00,Shopee,Shopee,ShopeePay,CUST104042,6.04,3,0.63,9.67
ORD112971,2020-02-02 20:28,FairPrice_Online,FairPrice_Online,PayNow,CUST102547,37.92,2.5,2.83,43.25
ORD112973,2020-02-02 21:20,Shopee,Shopee,Atome,CUST104176,47.92,3,3.56,54.48
ORD112975,2020-02-03 20:46,Shopee,Shopee,ShopeePay,CUST100055,15.73,0,1.1,16.83
ORD112981,2020-02-03 09:00,Shopee,Shopee,ShopeePay,CUST104364,26.74,3.9,2.14,32.78
ORD112982,2020-02-03 09:26,FairPrice_Online,FairPrice_Online,Atome,CUST102868,1.12,0,0.08,1.2
ORD112983,2020-02-03 17:38,Shopee,Shopee,ShopeePay,CUST104214,2.36,2.5,0.34,5.2
ORD112991,2020-02-03 20:05,Shopee,Shopee,Atome,CUST100540,15.39,0,1.08,16.47
ORD112993,2020-02-03 12:26,Shopee,Shopee,Atome,CUST104003,10,0,0.7,10.7
ORD112994,2020-02-03 10:15,Shopee,Shopee,GrabPay,CUST100921,3.16,2.5,0.4,6.06
ORD112995,2020-02-03 19:18,Website,Website,ShopeePay,CUST103977,5.5,0,0.39,5.89
ORD112998,2020-02-03 16:30,Shopee,Shopee,PayNow,CUST104812,0.54,0,0.04,0.58
ORD112999,2020-02-03 13:42,Lazada,Lazada,Credit Card,CUST100281,6.42,3,0.66,10.08
ORD113004,2020-02-03 18:24,Website,Website,PayNow,CUST101074,35.61,0,2.49,38.1
ORD113007,2020-02-03 17:03,Website,Website,Credit Card,CUST102460,39,0,2.73,41.73
ORD113008,2020-02-03 11:32,Shopee,Shopee,PayNow,CUST101063,5.25,3,0.58,8.83
ORD113010,2020-02-04 14:16,Website,Website,GrabPay,CUST101842,20.01,3,1.61,24.62
ORD113012,2020-02-04 16:32,Website,Website,Atome,CUST104850,25.52,0,1.79,27.31
ORD113013,2020-02-04 09:21,Shopee,Shopee,Atome,CUST101011,1.44,0,0.1,1.54
ORD113015,2020-02-04 20:55,Shopee,Shopee,Credit Card,CUST101439,66.99,0,4.69,71.68
ORD113020,2020-02-04 12:26,FairPrice_Online,FairPrice_Online,Credit Card,CUST101513,6.04,0,0.42,6.46
ORD113021,2020-02-04 14:57,Website,Website,ShopeePay,CUST103338,6,0,0.42,6.42
ORD113022,2020-02-04 12:51,Shopee,Shopee,Atome,CUST103168,4.81,3,0.55,8.36
ORD113025,2020-02-04 15:00,Shopee,Shopee,GrabPay,CUST102953,18.91,2.5,1.5,22.91
ORD113026,2020-02-04 12:25,Shopee,Shopee,GrabPay,CUST103667,2.8,0,0.2,3
ORD113027,2020-02-04 16:13,Lazada,Lazada,Credit Card,CUST101155,37.44,2.5,2.8,42.74
ORD113028,2020-02-04 17:43,Lazada,Lazada,Credit Card,CUST102534,1.73,2.5,0.3,4.53
ORD113029,2020-02-04 10:28,Lazada,Lazada,Atome,GUEST1050,12.15,3,1.06,16.21
ORD113031,2020-02-04 14:08,GrabMart,GrabMart,GrabPay,CUST103656,16.4,2.5,1.32,20.22
ORD113032,2020-02-04 10:38,Lazada,Lazada,PayNow,CUST104041,21.88,0,1.53,23.41
ORD113033,2020-02-04 20:46,Website,Website,GrabPay,CUST102954,14.55,0,1.02,15.57
ORD113034,2020-02-04 19:17,Lazada,Lazada,GrabPay,CUST104162,25.77,3,2.01,30.78
ORD113037,2020-02-04 21:18,FairPrice_Online,FairPrice_Online,PayNow,CUST102728,5.08,2.5,0.53,8.11
ORD113038,2020-02-04 18:39,Shopee,Shopee,Credit Card,CUST104254,8.16,3,0.78,11.94
ORD113040,2020-02-04 10:06,GrabMart,GrabMart,Atome,CUST100200,2.43,0,0.17,2.6
ORD113041,2020-02-04 14:44,Shopee,Shopee,Atome,CUST100604,14.58,3.9,1.29,19.77
